Iteration,Distance,Repeat
0,5.752368927001953,0
100,5.752368927001953,0
200,5.752368927001953,0
300,5.752368927001953,0
400,7.460524559020996,0
500,7.460524559020996,0
600,7.460524559020996,0
700,7.460524559020996,0
800,7.460524559020996,0
900,7.460524559020996,0
1000,7.460524559020996,0
1100,7.460524559020996,0
1200,7.460524559020996,0
1300,7.460524559020996,0
1400,7.460524559020996,0
1500,7.708506107330322,0
1600,7.708506107330322,0
1700,7.708506107330322,0
1800,7.708506107330322,0
1900,7.708506107330322,0
2000,7.708506107330322,0
2100,7.708506107330322,0
2200,7.708506107330322,0
2300,7.708506107330322,0
2400,7.708506107330322,0
2500,7.708506107330322,0
2600,7.708506107330322,0
2700,7.708506107330322,0
2800,7.708506107330322,0
2900,7.708506107330322,0
3000,8.44205093383789,0
3100,8.568845748901367,0
3200,9.042490005493164,0
3300,9.042490005493164,0
3400,9.075529098510742,0
3500,9.075529098510742,0
3600,9.912834167480469,0
3700,9.912834167480469,0
3800,10.339942932128906,0
3900,10.339942932128906,0
4000,10.408291816711426,0
4100,10.408291816711426,0
4200,10.408291816711426,0
4300,10.905128479003906,0
4400,10.905128479003906,0
4500,10.905128479003906,0
4600,10.905128479003906,0
4700,10.905128479003906,0
4800,10.905128479003906,0
4900,10.905128479003906,0
5000,10.905128479003906,0
5100,10.905128479003906,0
5200,10.905128479003906,0
5300,10.905128479003906,0
5400,11.11258602142334,0
5500,11.11258602142334,0
5600,11.11258602142334,0
5700,11.11258602142334,0
5800,11.11258602142334,0
5900,11.11258602142334,0
6000,11.11258602142334,0
6100,11.11258602142334,0
6200,11.461324691772461,0
6300,11.542831420898438,0
6400,11.64665699005127,0
6500,11.64665699005127,0
6600,11.64665699005127,0
6700,11.64665699005127,0
6800,11.64665699005127,0
6900,11.808445930480957,0
7000,11.808445930480957,0
7100,12.334928512573242,0
7200,12.334928512573242,0
7300,12.334928512573242,0
7400,12.334928512573242,0
7500,12.334928512573242,0
7600,12.334928512573242,0
7700,12.334928512573242,0
7800,12.334928512573242,0
7900,12.334928512573242,0
8000,12.334928512573242,0
8100,12.698566436767578,0
8200,12.698566436767578,0
8300,12.698566436767578,0
8400,12.698566436767578,0
8500,12.698566436767578,0
8600,12.698566436767578,0
8700,12.698566436767578,0
8800,12.698566436767578,0
8900,12.698566436767578,0
9000,12.698566436767578,0
9100,12.698566436767578,0
9200,12.698566436767578,0
9300,12.698566436767578,0
9400,12.698566436767578,0
9500,12.698566436767578,0
9600,12.698566436767578,0
9700,12.698566436767578,0
9800,12.698566436767578,0
9900,12.698566436767578,0
10000,12.698566436767578,0
10100,12.698566436767578,0
10200,12.698566436767578,0
10300,12.802927017211914,0
10400,12.802927017211914,0
10500,12.802927017211914,0
10600,12.802927017211914,0
10700,12.802927017211914,0
10800,13.015080451965332,0
10900,13.015080451965332,0
11000,13.015080451965332,0
11100,13.015080451965332,0
11200,13.015080451965332,0
11300,13.015080451965332,0
11400,13.015080451965332,0
11500,13.015080451965332,0
11600,13.015080451965332,0
11700,13.015080451965332,0
11800,13.015080451965332,0
11900,13.015080451965332,0
12000,13.015080451965332,0
12100,13.015080451965332,0
12200,13.015080451965332,0
12300,13.015080451965332,0
12400,13.015080451965332,0
12500,13.015080451965332,0
12600,13.015080451965332,0
12700,13.015080451965332,0
12800,13.015080451965332,0
12900,13.015080451965332,0
13000,13.015080451965332,0
13100,13.015080451965332,0
13200,13.015080451965332,0
13300,13.015080451965332,0
13400,13.015080451965332,0
13500,13.015080451965332,0
13600,13.015080451965332,0
13700,13.015080451965332,0
13800,13.015080451965332,0
13900,13.015080451965332,0
